Aug 01 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 05:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 13 05:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 13 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 19:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP2 reset due to configuration change
Aug 13 19:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP2 established
Aug 13 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 14 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 14 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 14 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 14 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 07:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 15 07:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 15 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 08:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Full to Down
Aug 15 08:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Down to Full
Aug 15 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 09:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 15 09:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 15 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 12:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 15 12:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 15 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 15:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 reset due to configuration change
Aug 15 15:00:00 Router: %BGP-5-ADJCHANGE: neighbor ISP1 established
Aug 15 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 15 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 15 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 15 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 15 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 01:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Full to Down
Aug 16 01:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Down to Full
Aug 16 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 16 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 16 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 16 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 16 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
